FID,id,global_id,name,ward_code,timestamp,geom,lga_name,state_code,state_name
sv_factory_sites.fid-4f319755_16f104f4870_-7fe7,1,1a7d352b-9513-4bfb-bd8c-ba4cbe5cd143,Liad Mot Ventures,OGSOBE15,10:17:21,POINT (3.38693 6.706298333333333),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fe6,2,7abad6a2-a089-4936-8ed8-86286ae99227,Twins Block Industry,OGSOBE15,10:17:21,POINT (3.3813949999999995 6.70367),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fe5,3,f76f863c-fc8f-456b-a752-8bde92287a61,Kanu Block Industry,OGSOBE15,10:17:21,POINT (3.387461666666667 6.708285000000001),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fe4,4,e5740655-c8e0-47d9-a444-0857408559cf,Semi Balo Construction Co,OGSOBE15,10:17:21,POINT (3.3851649999999998 6.703006666666666),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fe3,5,8820a8ef-a590-4978-ba97-592e558bf429,Olainukan Block Industry,OGSOBE15,10:17:21,POINT (3.3861 6.70459),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fe2,6,f30e3822-e785-4609-b128-bbb79f6329a0,Pouncy Ind,OGSOBE15,10:17:21,POINT (3.41484 6.702023333333333),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fe1,7,4a41a7b4-3789-4ee9-b109-3fd28d7b86c9,Venus Hair,OGSOBE15,10:17:21,POINT (3.4150500000000004 6.699209999999999),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fe0,8,7c2cb167-795d-4c15-9535-11712d01018c,Mannal Ind,OGSOBE15,10:17:21,POINT (3.4149100000000003 6.696603333333333),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fdf,9,4b486e6b-2fea-4bff-baf5-17227dc9495e,Maltitrex,OGSOBE15,10:17:21,POINT (3.41353 6.688868333333333),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fde,10,b4589cd6-ab2f-45a4-9f59-d1ab488d54f8,Buildwell Plant And Equipment Industry Ltd,OGSOBE15,10:17:21,POINT (3.414795 6.7245783333333335),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fdd,11,3e662b00-ed48-491a-921c-1f5363d3a403,Glass House,OGSOBE15,10:17:21,POINT (3.4085666666666667 6.715315),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fdc,12,4877dcca-e8c0-4ab5-96f2-a3801b84b7a9,Amajaro Company,OGSOBE15,10:17:21,POINT (3.410425 6.717571666666667),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fdb,13,2064bc50-0e1c-4122-bb75-522705973c97,Tosho Block Industry,OGSOBE15,10:17:21,POINT (3.4075333333333333 6.716171666666666),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fda,14,e0a3f749-f1dc-4b73-b22e-24d5012f4c72,Sawmill Industry,OGSOBE15,10:17:21,POINT (3.4026266666666665 6.718916666666667),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fd9,15,29dea4f1-0df6-4968-8cf9-21306720042e,Punch Newspaper,OGSOBE15,10:17:21,POINT (3.4151783333333334 6.703196666666666),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fd8,16,88ec2c44-d725-4cca-9fe5-85b89372e3ec,Wempco,OGSOBE15,10:17:21,POINT (3.4146900000000002 6.707463333333334),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fd7,17,f97b92d9-851f-489e-9aa1-c212e3e3005c,Ranbaxy Nigeria Limited,OGSOBE15,10:17:21,POINT (3.4156483333333334 6.7093783333333326),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fd6,18,4c491736-1c7e-4d57-a1a8-76d64d12db6c,Bedmate Furniture,OGSOBE15,10:17:21,POINT (3.4153166666666666 6.710476666666667),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fd5,19,76230fbe-c2cd-436e-8d38-fd1462a244ce,Ascon Company,OGSOBE15,10:17:21,POINT (3.4153416666666665 6.7110650000000005),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fd4,20,0684b7fa-abbd-43df-8930-ac20894542a8,Tolsec Nig Ltd Dangote Cement Depot,OGSOBE15,10:17:21,POINT (3.3966466666666673 6.723758333333334),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fd3,21,3bc80c9d-d39c-439d-b814-c4474c756ff6,Elephant Supaset Portland Limestone Cement Lafarge,OGSOBE15,10:17:21,POINT (3.39718 6.724011666666667),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fd2,22,41d71b2c-23f1-4f9e-9cab-a0daeb560142,Global Supply Chain And Logistic,OGSOBE15,10:17:21,POINT (3.4141466 6.7150539),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fd1,23,1cc33b83-dc4c-499a-bd31-8c23237f9237,Ceramco,OGSOBE15,10:17:21,POINT (3.4141087 6.7145817999999995),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fd0,24,dc270a44-576b-4a71-a1b8-4b83dfcdcaf6,Wemco,OGSOBE15,10:17:21,POINT (3.4142737 6.7128075),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fcf,25,addbbcd2-70d8-4b4c-95fa-774eac3cc8ca,Leader Polo Global Limited,OGSOBE14,10:17:21,POINT (3.4191183333333335 6.7323416666666684),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fce,26,828a56c7-db88-4441-bdbb-b2f2e8448e5d,Adeyemi Blocking Industry,OGSOBE14,10:17:21,POINT (3.4197166666666665 6.733005000000001),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fcd,27,7c10fede-a0e1-40ab-90e4-f5d2cc5ac237,Hope Block Industry,OGSOBE15,10:17:21,POINT (3.393371666666667 6.713063333333334),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fcc,28,45f8d25a-652d-48aa-94db-466fac767a80,Welding,OGSOBE15,10:17:21,POINT (3.3906050000000003 6.722853333333334),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fcb,29,57deae09-51d6-481b-933f-a27f751aac7f,Redemption Sawmill,OGSOBE13,10:17:21,POINT (3.4669963 6.8181443999999995),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fca,30,07c1e97e-8375-42fb-898e-59f575a36abd,Super Block Industry,OGSOBE12,10:17:21,POINT (3.5096016666666667 6.869658333333333),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fc9,31,b6959deb-2569-40f9-a5ff-623af5a627f3,Raymon Venture Block Industry,OGSOBE12,10:17:21,POINT (3.5132816666666664 6.869734999999999),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fc8,32,15c1495b-e4f5-4a33-a3e7-3d353cc18c7a,Alfa Block Industry,OGSOBE02,10:17:21,POINT (3.58171 6.902576666666666),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fc7,33,73803ca4-3082-498f-85dc-1d19ceae0a7d,Baba Nana Vibrated Block Industry,OGSOBE02,10:17:21,POINT (3.576155 6.903205000000001),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fc6,34,e78b91b8-39c8-4c75-86b8-9560e054545a,Assabbur Block Industry,OGSOBE02,10:17:21,POINT (3.5780716666666668 6.904625),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fc5,35,6466dd4a-30a8-4c42-b6c1-573a8495a31d,Adelayo Co Ltd,OGSOBE12,10:17:21,POINT (3.4840466666666665 6.99042),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fc4,36,02fa07a5-05e7-4814-bdf1-3ddce74e4582,Ogbe Gari Factory,OGSOBE06,10:17:21,POINT (3.478495 6.999023333333334),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fc3,37,2bfcb100-8d36-46e4-a451-d4aa37a1d53b,Ore Ofe Block Industryerukute,OGSOBE06,10:17:21,POINT (3.5763200000000004 7.003220000000001),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fc2,38,9b455063-8d40-47a6-9a55-dac9318f5065,Oloye Agba Akin Block Industry,OGSYES07,10:17:21,POINT (3.010855 6.848635),Yewa South,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fc1,39,efa9545a-af2c-4654-b9f4-e47ae5b38a15,Ibra Block Industry,OGSYES05,10:17:21,POINT (3.010966666666667 6.854418333333332),Yewa South,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fc0,40,26a62417-e642-4358-8a11-63a5c49e0fc4,Matt Sholly Vibrated Block Industry,OGSYES05,10:17:21,POINT (3.0100450000000003 6.868728333333333),Yewa South,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fbf,41,6f416a43-c5fc-4317-a07c-d857810fe102,Brookstones Blocks,OGSOBE13,10:17:21,POINT (3.451376666666667 6.784778333333333),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fbe,42,84cad875-614c-4d50-8e27-4b2538368529,Team Nehemiah Sanitation Implantation Unit,OGSOBE13,10:17:21,POINT (3.4497683333333335 6.798623333333334),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fbd,43,a473c2a7-0a37-4a05-8819-f3f38dc213ce,Apple And Pears,OGSSAU01,10:17:21,POINT (3.5720199999999998 6.897068333333334),Shagamu,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fbc,44,c93132f2-8b2f-40ea-a9d2-40905f824e06,Bola Olori Block Industry,OGSOBE13,10:17:21,POINT (3.392365 6.8343316666666665),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fbb,45,69774faf-ce70-4ca6-a879-029f40583662,Ayisatu Asabi,OGSOBE13,10:17:21,POINT (3.39184 6.83528),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fba,46,3caa670c-5404-4c08-8d56-3ae970baecb1,Ore Ofe Block Industry,OGSYES06,10:17:21,POINT (3.0045133333333336 6.685293333333334),Yewa South,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fb9,47,e22567be-4b0b-4dbf-ba61-cb6c6b47a046,No Name,OGSYES06,10:17:21,POINT (3.004966666666667 6.682366666666667),Yewa South,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fb8,48,f63ee88d-e5de-40c4-9dd1-01aa65546139,D S Kola Block Industry,OGSOBE02,10:17:21,POINT (3.57363 6.900533333333334),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fb7,49,a65678a8-370a-45ae-a419-e19abfe3efc6,Setforth Tomatoes Company,OGSOBE06,10:17:21,POINT (3.4768416666666666 7.003680000000001),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fb6,50,f978cfea-6275-4622-b567-70048ce98bb8,Soya Oil Company,OGSYES06,10:17:21,POINT (2.9957683333333334 6.72545),Yewa South,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fb5,51,89ac9fc7-1830-4406-88a3-627a8b948e94,Kazeem Ventures,OGSYES07,10:17:21,POINT (2.9426200000000002 6.8877083),Yewa South,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fb4,52,ae78769f-6cde-4d93-b310-1bf515fa07af,Block Industry,OGSYES07,10:17:21,POINT (2.941015 6.888135),Yewa South,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fb3,53,16825c37-473f-4af4-a756-c22e5d84b7f9,Ife Olu Quality Blocks,OGSYES07,10:17:21,POINT (2.9493300000000002 6.8873383),Yewa South,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fb2,54,4fa18463-980e-42a0-91d7-6451f509f2b8,M D Blocks,OGSYES07,10:17:21,POINT (2.950065 6.8873317),Yewa South,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fb1,55,becf6f96-2ef5-4a2c-ae91-c12dfa4e8849,Divine Concrete Industries,OGSOBE04,10:17:21,POINT (3.428371666666666 7.1424916666666665),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fb0,56,87f0f0e5-af07-4bc3-9f3e-447482ae3798,Emi e Blocks Industry,OGSOBE04,10:17:21,POINT (3.4280683333333335 7.135246666666665),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7faf,57,f888ad8d-befe-4c91-a0e2-8a5daac108ca,Obab Investment,OYSIJA09,10:17:21,POINT (3.227006667 7.984196667),Iwajowa,OY,Oyo
sv_factory_sites.fid-4f319755_16f104f4870_-7fae,58,fe2820d0-63d2-47c1-82ed-a670b036dc7b,Olopade and Sons Block,OYSIJA09,10:17:21,POINT (3.2291 7.982578333),Iwajowa,OY,Oyo
sv_factory_sites.fid-4f319755_16f104f4870_-7fad,59,6aac603b-7aaf-4a2e-b209-ac622f4b98f4,Mogbonjubola Sawmill,OYSIJA09,10:17:21,POINT (3.235686667 7.981251667),Iwajowa,OY,Oyo
sv_factory_sites.fid-4f319755_16f104f4870_-7fac,60,7602e3ee-0196-45c0-b3de-2627b8d4d3cf,Emira Mining Company,OYSIJA06,10:17:21,POINT (3.025223333 7.987978333),Iwajowa,OY,Oyo
sv_factory_sites.fid-4f319755_16f104f4870_-7fab,61,c603fcc4-db75-4706-bad6-d5428b1bef86,Quarry Factory,OYSIJA06,10:17:21,POINT (3.041595 7.95673),Iwajowa,OY,Oyo
sv_factory_sites.fid-4f319755_16f104f4870_-7faa,62,d1cc3d23-4608-4065-8b09-77e5ce6e1b8a,Aanuoluwapo Saw Mill,OYSIJA05,10:17:21,POINT (2.978191667 7.948825),Iwajowa,OY,Oyo
sv_factory_sites.fid-4f319755_16f104f4870_-7fa9,63,e54a9752-c001-4830-9536-745e96ad0210,Omu Iyadun Sawmill,OYSIJA05,10:17:21,POINT (2.98746 7.931733333),Iwajowa,OY,Oyo
sv_factory_sites.fid-4f319755_16f104f4870_-7fa8,64,db5a5779-c8b4-453d-883a-b02dd0fc9ab4,Aro Block Industry,OGSOBE15,10:17:21,POINT (3.3946200000000006 6.728368333333333),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fa7,65,1e1862bb-b96b-450e-b52b-240511091f0d,Tata Motors,OGSOBE14,10:17:21,POINT (3.4187816666666664 6.735195000000001),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fa6,66,3c9c2b13-8045-4ee0-a1c4-5dcf708c6c0c,Solace Block Industries,OGSOBE12,10:17:21,POINT (3.4892933333333334 6.845088333333333),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fa5,67,d65c41f5-a6b9-4ec3-8b5a-df742f14f3d6,School Boy Block Industry,OGSOBE12,10:17:21,POINT (3.496378333333333 6.8500466666666675),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fa4,68,671b33e2-4dd2-4860-b5d9-a528ae84ae17,Ar Rahmoh Block Industry,OGSOBE12,10:17:21,POINT (3.498601666666666 6.849990000000001),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fa3,69,4f190209-ae17-4fcc-97a6-a75635e762d2,Solo Odeyemi And Company Block Industry,OGSOBE14,10:17:21,POINT (3.4014825 6.7511316),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fa2,70,856c7c0d-dd73-428d-b233-3f05f8e650fa,Alhaj Fowobi Block Industry,OGSOBE14,10:17:21,POINT (3.4095966666666673 6.750416666666666),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fa1,71,e5acdc0b-8c45-4b9c-97f1-c2bf1214f8e0,Ifelu Block Industry,OGSOBE14,10:17:21,POINT (3.4069949999999998 6.772138333333333),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7fa0,72,b7a9e5d9-806c-4bcb-b9ec-e3517d149a9e,Clemag Block Industry,OGSOBE14,10:17:21,POINT (3.4069066666666665 6.772663333333332),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f9f,73,038fa286-87b4-44b2-ae44-19e9f259a266,Great Lulark Nigeria Limited,OGSOBE14,10:17:21,POINT (3.4078600000000003 6.767965),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f9e,74,0a6aa186-c1b3-45cc-9e72-0484dcc1d3b2,Solar World,OGSOBE14,10:17:21,POINT (3.4234048 6.7759684),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f9d,75,f6eaad23-70e8-48e0-bdfa-61f23b0c0552,Memcol,OGSOBE13,10:17:21,POINT (3.4239407 6.7835176),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f9c,76,1cad7e9b-4962-4624-a026-a7d2dba2a7d8,Anuoluwa Blocks Industry,OGSOBE14,10:17:21,POINT (3.4172716666666663 6.767996666666666),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f9b,77,2bc848d1-8174-43d8-9835-8607f0fef10f,Gats Ultrapaints,OGSOBE14,10:17:21,POINT (3.4171430930269473 6.767636165416517),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f9a,78,d0a8e410-7aa6-4bd4-881c-f738e684edbf,Abayomi Block,OGSOBE14,10:17:21,POINT (3.4299200000000005 6.7711983333333325),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f99,79,c5a7458e-2c61-48d4-9812-862ade0dcfbb,Asese Oko Maba Block,OGSOBE14,10:17:21,POINT (3.436328333333334 6.772623333333333),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f98,80,409c7d76-9754-4db9-bb63-df938afe66b5,Apata Block Industry,OGSOBE14,10:17:21,POINT (3.4357416666666665 6.76999),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f97,81,f6da79db-3125-4cbd-b9a0-a2e9d05900d6,Okanlomo Block Industry,OGSOBE14,10:17:21,POINT (3.4366449999999995 6.765833333333334),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f96,82,5f3c9b22-74c8-4223-bb8c-2412b1effead,Anuoluwapo Block Industry,OGSOBE14,10:17:21,POINT (3.43628 6.766526666666666),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f95,83,43368619-87b3-4613-95dd-c09f1d68e24e,Rock Block Industry,OGSOBE14,10:17:21,POINT (3.393698333333333 6.757103333333333),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f94,84,cbc24bfb-f0c1-429d-9379-db636371606d,Bolajide Block Industry,OGSOBE14,10:17:21,POINT (3.3969366666666665 6.756211666666667),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f93,85,60f62306-155e-4fbd-89f7-477a46a61569,Ariyo Engineering Welder,OGSOBE13,10:17:21,POINT (3.431256666666667 6.783063333333333),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f92,86,786fb261-cbbe-4752-ad00-9e72379d0044,Feri Welding And Iron Bending Construction Limited,OGSOBE13,10:17:21,POINT (3.43114 6.782158333333332),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f91,87,e73e7a29-9c95-4d4f-bcf8-d94109fd94fb,Sequoia Asphalt Plant,OGSOBE14,10:17:21,POINT (3.4235067 6.7551383),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f90,88,da3eed26-5c72-4b98-82ee-8c5a825e2c44,Eyonbo Anabi Block Industry Papa Area Sote Road,OGSOBE14,10:17:21,POINT (3.405555 6.75946),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f8f,89,cce8561c-f07b-4d46-8fec-75827a6787c3,Iyanu Oluwa Ventures Block Maker,OGSOBE14,10:17:21,POINT (3.4077566666666663 6.761566666666666),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f8e,90,53cf5f42-282c-4a8e-8900-a1d388a0a526,Kayus Steel Consruction Company,OGSOBE14,10:17:21,POINT (3.4106816666666666 6.760211666666667),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f8d,91,ba76c83d-c922-4bcd-86df-3be31ccf4b40,Authentic Vibrated Block Industry,OGSOBE14,10:17:21,POINT (3.4233116666666668 6.742438333333332),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f8c,92,e685f327-4fef-4bb5-abd5-910f556bca74,Joedaco Construction Company,OGSOBE14,10:17:21,POINT (3.4213683333333336 6.741116666666667),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f8b,93,774f1ea1-8bd2-4f00-97a5-08a56149aa07,Larech Company Oloke,OGSOBE14,10:17:21,POINT (3.4195033333333336 6.764925),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f8a,94,ab90953f-3b06-4334-972c-a7b5ee1b04d5,Swiss Polo Company,OGSOBE14,10:17:21,POINT (3.4191863969917056 6.765143605389531),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f89,95,f15c1acc-e2b2-42c7-98ee-0fd23c2319bd,Winwin Tech Oloke,OGSOBE14,10:17:21,POINT (3.419543106123746 6.764593063261499),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f88,96,a5f8f431-8085-4273-9357-8d08379b0ef3,Satoo Ogo Block Industry,OGSOBE13,10:17:21,POINT (3.4155 6.7808850000000005),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f87,97,40083eba-e847-4454-997c-618a7ff4d490,Lasugar Block Industry,OGSOBE13,10:17:21,POINT (3.4123799999999997 6.8213066666666675),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f86,98,1924793e-fc6d-4e57-8a7f-8727f4d2154c,Deelite Beauty Products Ltd,OGSOBE13,10:17:21,POINT (3.4197154 6.8153064),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f85,99,90a8b3a9-6143-4e6e-ad7a-5615def924ec,Eri Okan Block Industry,OGSOBE13,10:17:21,POINT (3.4246833333333333 6.818383333333332),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f84,100,3a889d9f-c277-4eeb-a4e2-226cfc881785,Hasbunalahi Gas Ind,OGSOBE13,10:17:21,POINT (3.4071218645076793 6.806860251021947),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f83,101,206954d4-1ad6-4810-991f-844e3faa0653,Oyero Block Industry,OGSOBE13,10:17:21,POINT (3.4074900000000006 6.806745000000001),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f82,102,67ce88be-d094-47ae-8f9b-d9554019d175,Kajola Block Ind,OGSOBE13,10:17:21,POINT (3.405806666666667 6.809871666666667),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f81,103,063a21e7-63dc-45f2-8495-21432e57c4dd,Mike O Blocks Cement And Ring Depot,OGSOBE13,10:17:21,POINT (3.418476666666667 6.785751666666666),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f80,104,34898a55-5f03-4b9a-ad6f-f8a73c6f636f,Orimerunmu Sawmill,OGSOBE13,10:17:21,POINT (3.4172599999999997 6.786263333333333),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f7f,105,e9b261ee-601c-474f-9bfc-e1ee2a348b60,Ifaimeld Block Industry,OGSOBE13,10:17:21,POINT (3.4331125 6.7974675),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f7e,106,15b17888-a353-4555-aa25-e67dc058c5ec,Aborisade Block Industry,OGSOBE13,10:17:21,POINT (3.4335883 6.7973958),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f7d,107,ba2625b9-3f81-4c52-b041-d4d369a142db,Ogooluwa Block Industry,OGSOBE13,10:17:21,POINT (3.400816666666666 6.819388333333334),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f7c,108,47f6bfa6-0933-4a56-b65a-e9fa89790445,His Grace Block Industry,OGSOBE13,10:17:21,POINT (3.4112766666666667 6.797476666666667),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f7b,109,d962a8f8-5202-4ad9-b5c7-b3f60d0736ed,Sawmill,OGSOBE13,10:17:21,POINT (3.4104083333333337 6.797759999999999),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f7a,110,56ec92ac-faca-471d-94a5-375ff1b08c01,De Ultimate Block Industry,OGSOBE13,10:17:21,POINT (3.4080900000000005 6.798596666666667),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f79,111,6cd15365-6f52-4c25-9a4e-94f3ed1242e7,Sawmill Lady T,OGSOBE13,10:17:21,POINT (3.405133333333333 6.797575),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f78,112,85b55d04-f47d-4216-a3fd-f88d3df946c7,Olotu Sawmill,OGSOBE13,10:17:21,POINT (3.42583 6.799964999999999),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f77,113,8e215e37-e600-47b2-85aa-65a4f6b7ac75,Alhhasbunalah Block Industry,OGSOBE13,10:17:21,POINT (3.4271283333333336 6.799930000000001),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f76,114,d301ab15-a791-4709-9937-b9062bb15d9f,Erinlomo Block Industry,OGSOBE13,10:17:21,POINT (3.431635 6.819901666666667),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f75,115,9ade3b81-2887-4df5-b971-9f27a58b7ff9,Alhaji Opeloyeru Vibrated Block Industry,OGSOBE13,10:17:21,POINT (3.432598333333333 6.821948333333334),Obafemi Owode,OG,Ogun
sv_factory_sites.fid-4f319755_16f104f4870_-7f74,116,ba0af6f2-a7bc-4dbd-8ac7-5a4083e7dba2,Kazeem Welder Industry,OGSOBE13,10:17:21,POINT (3.42911 6.824646666666666),Obafemi Owode,OG,Ogun
