FID,id,global_id,name,ward_code,timestamp,geom,lga_name,state_code,state_name
sv_factory_sites.fid-4f319755_16f104f4870_-7e5e,394,ce5b2321-4a28-4c29-8274-0ca214da6150,A M Block Industry,ENSJRV19,10:17:21,POINT (7.288552792430961 6.231253255018514),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e5d,395,ae8604f2-876b-40db-b6e8-6d85a157be8d,Marklint Medical Complex Limited,ENSJRV20,10:17:21,POINT (7.258524063079339 6.241429693471008),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e5c,396,33718f79-1f57-41da-86c3-b5bcb8c32af0,The Rock Block Industry,ENSENU12,10:17:21,POINT (7.455705 6.439466667),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e5b,397,0b452b67-3b0c-40bb-ac8a-8fffcbc9ffcd,Alex Block Industry,ENSENU12,10:17:21,POINT (7.455226667 6.439316667),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e5a,398,7ef236a7-e965-4fd9-b2d2-90f9dcf26691,Britech Block Industry,ENSENU12,10:17:21,POINT (7.4532573207474995 6.435123235020766),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e59,399,1cc5e0b6-803d-49a5-9fdc-97f3d81e049a,Single Block Industry,ENSENU12,10:17:21,POINT (7.4531396201928795 6.434780778997459),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e58,400,21908d54-dfe6-4e37-a9a4-142b3fe31a5d,Lifemac Industry Limited,ENSJRV20,10:17:21,POINT (7.274474739788701 6.238933996534783),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e57,401,a9a573db-f2ae-4f59-9917-619952d78641,Jesus Is Love Industry,ENSAGW07,10:17:21,POINT (7.276143333 6.371295),Ezeagu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e56,402,39a334e9-c53b-432a-ba5b-28a66af71e41,Holy Trinity Block Industry,ENSAGW07,10:17:21,POINT (7.273682582774219 6.37258324010828),Ezeagu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e55,403,3ac51ec1-0a17-42c3-bd04-59477b518de9,Cassava And Palm Oil Manufacturing Industry,ENSJRV19,10:17:21,POINT (7.308268333 6.208433333),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e54,404,8fdfc2f1-09cd-433b-a549-1e3cdb049376,Umuaro Palm Oil Manufacturing Industry,ENSJRV19,10:17:21,POINT (7.307061667 6.191585),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e53,405,14a52202-28a0-4866-9856-7cc8c8b9e856,Chuks Block Industry,ENSJRV03,10:17:21,POINT (7.355091525413421 6.147851757190859),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e52,406,a29386a0-3c3d-434d-b04c-608760c9af47,Padded Aluminum Block Industry,ENSJRV03,10:17:21,POINT (7.361175 6.153133333),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e51,407,ccfe801b-ef1d-4731-afc8-79c750b523fe,JC Bakas Engineers Block Industry,ENSJRV01,10:17:21,POINT (7.35089 6.16276),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e50,408,f2734b31-1e13-418c-9a5e-2f23ae49d9d6,Oil Industry,ENSMGL11,10:17:21,POINT (7.647161667 6.404818333),Nkanu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e4f,409,e33a1dc7-f2d5-4361-9ce1-2f362f9bc5a1,Kenechukwu Block Industry,ENSENZ12,10:17:21,POINT (7.45156626701754 6.981326712844655),Igbo-Eze North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e4e,410,8d263637-7280-4342-ba52-da27ed43da0a,Emmy Success Blocks,ENSENZ12,10:17:21,POINT (7.447901008621661 6.98679416873705),Igbo-Eze North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e4d,411,e51603d1-8c7b-4ac9-be53-48d87531266f,Umaji BottleSachet Water Factory,ENSENZ01,10:17:21,POINT (7.423025 6.996441667),Igbo-Eze North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e4c,412,d2109209-09be-4e32-a155-00d8055d7872,Dea Nigeria Limited,ENSENZ12,10:17:21,POINT (7.443221667 6.973668333),Igbo-Eze North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e4b,413,90e1d4d3-f64a-4e4c-b96e-0d868ebe4d9a,Ikeamaka Agro Enterprise,ENSNSK11,10:17:21,POINT (7.417563333 6.851791667),Nsukka,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e4a,414,4da1e043-b6ee-4f74-abb5-c3948a32b55c,Ayanya Block Industry,ENSBBG17,10:17:21,POINT (7.41391760573608 6.8833082468114775),Igbo-Eze-South,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e49,415,85444358-2e0b-4b05-88ce-3fd88583b105,Grinding Industry,ENSMGL04,10:17:21,POINT (7.6929693655835205 6.129028680183393),Nkanu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e48,416,aceddfcb-e046-466a-92a9-52238bfa8a08,Unn Water Resources,ENSNSK11,10:17:21,POINT (7.407993333 6.866228333),Nsukka,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e47,417,40e9a580-40d9-4dff-86fc-cbe042ea509d,Chiji Block Industry,ENSGBO09,10:17:21,POINT (7.41365603258352 6.660233786155277),Igbo-Etiti,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e46,418,a603da55-3cc2-46de-b365-a37dee7b0428,Nonso Saw Mill,ENSGBO09,10:17:21,POINT (7.416018333 6.662526667),Igbo-Etiti,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e45,419,a48ec8e6-cf4a-43d1-81c1-dc5b971695cc,The Best Block Industry,ENSAWG02,10:17:21,POINT (7.508036667 6.107131667),Awgu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e44,420,1f65ebdc-8942-4d2b-be8a-6cff44573198,Smooth Auto Touch Limited,ENSENU04,10:17:21,POINT (7.5449166 6.4625961),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e43,421,cd79f2d5-cc01-46db-937c-147feaa58698,Glenz Metals,ENSENU04,10:17:21,POINT (7.5471309 6.4624645),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e42,422,4feb2b7b-5c3f-4dd3-900e-09543c60521d,Glenz Metal Street Block Industry,ENSENU04,10:17:21,POINT (7.547186416826841 6.460873816925196),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e41,423,c34bfbcc-2b82-4dfb-968a-03062fc743f6,UU Cheson Investment Company,ENSENU04,10:17:21,POINT (7.5474809 6.460385),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e40,424,b82479d2-451e-48ac-b3d9-8c9885c72c42,Lilburn Health And Fitness Center,ENSNKW05,10:17:21,POINT (7.5504782 6.4608487),Enugu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e3f,425,817a08aa-7888-4aa4-9b8a-dfe12082da74,Leomakz Integrated Service Limited,ENSNKW05,10:17:21,POINT (7.55027318709382 6.461085855213192),Enugu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e3e,426,5180384c-0740-4fa3-8afa-566de314f194,Eprofile Technology Limited,ENSENU04,10:17:21,POINT (7.548532156216601 6.459928304236528),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e3d,427,017d6d97-5f76-4544-8419-99ef6ceb8a99,Halcon Engineering Associates,ENSENU04,10:17:21,POINT (7.545026967017541 6.460265219439891),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e3c,428,48f988c2-4755-4cc7-9774-3fe7817dc2a2,Block Industry,ENSENU04,10:17:21,POINT (7.54423649856598 6.460425989437006),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e3b,429,430d2ed8-c673-404a-a438-73b6149ed5f8,Papas Block Industry Ozalla,ENSAGN06,10:17:21,POINT (7.483828333 6.309105),Nkanu West,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e3a,430,8f6d8337-dac1-4226-a36d-fde21d300737,Ohom Palmoil Processing Factory,ENSBBG09,10:17:21,POINT (7.36024 7.008123333),Igbo-Eze-South,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e39,431,03ad7eda-0eed-446f-bd7e-6c53d49a3721,Galaxy Table Water,ENSNSK13,10:17:21,POINT (7.387550069885581 6.8802792179690035),Nsukka,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e38,432,42a2e85e-ef4c-4f35-8efa-64e8f0b51289,Block Industry 3,ENSBBG17,10:17:21,POINT (7.394393513552072 6.884511233552621),Igbo-Eze-South,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e37,433,4466c342-a06c-480f-8ff8-61c865ff1b35,Block Industry 2,ENSBBG17,10:17:21,POINT (7.393968513552072 6.8852345665526204),Igbo-Eze-South,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e36,434,f8ce4004-4ee0-4cfb-8a0b-5304c8d29369,Block Industry 1,ENSBBG17,10:17:21,POINT (7.393024191904285 6.888820507913562),Igbo-Eze-South,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e35,435,a895fdc8-892c-4b1d-b12c-1facc018b7f6,Nicheke Solid Block Industry,ENSBBG17,10:17:21,POINT (7.3940570200587405 6.889916331257873),Igbo-Eze-South,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e34,436,cf2d4ed6-166b-4a78-a796-56caae66497f,National Block Industry,ENSNSK04,10:17:21,POINT (7.4248333 6.7915233),Nsukka,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e33,437,1f0e4706-e472-4a74-93fb-fe6e04d6626b,St John Aluminum Continental Service,ENSNKW05,10:17:21,POINT (7.588501667 6.463801667),Enugu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e32,438,c23a9f1e-7a06-47d8-a39c-78f0bba018c6,Fresh Young Block Industry,ENSNKW05,10:17:21,POINT (7.5926149071525595 6.467730222332328),Enugu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e31,439,9a796225-5737-4f3e-b887-51bf73b1dd3e,Grinding Factory,ENSMGL07,10:17:21,POINT (7.635146667 6.173155),Nkanu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e30,440,2876200d-4c91-43e5-a6f5-7cb614917913,Interlock Nigeria Limited,ENSENU04,10:17:21,POINT (7.53857373116704 6.461345459426602),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e2f,441,36a72030-2073-4a72-82ea-075b4d2dc73e,Artemetrn Drug Factory,ENSENU04,10:17:21,POINT (7.54006471682684 6.464237800310722),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e2e,442,810a06ac-1b22-47d5-8ece-45f1d0897a94,Garri Processing Factory,ENSBBG03,10:17:21,POINT (7.328315 6.948918333),Igbo-Eze-South,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e2d,443,13ec3004-42ba-416d-b10b-16b905fa87f3,Chukwuka Aluminium Industry,ENSGBO15,10:17:21,POINT (7.413208173897818 6.745926381740775),Igbo-Etiti,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e2c,444,e57da274-c745-4016-befd-662a54268878,Chimezie Block Industry,ENSGBO15,10:17:21,POINT (7.425121667 6.739136667),Igbo-Etiti,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e2b,445,129b9582-5cd8-470a-b6fa-a431edd65b4a,Block Industry 6,ENSNSK04,10:17:21,POINT (7.410925927020667 6.814476971077896),Nsukka,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e2a,446,97475f23-8976-4b0d-adf7-dd72afeaa471,Morning Star Block Industry,ENSNSK05,10:17:21,POINT (7.347579037302059 6.8981016015039485),Nsukka,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e29,447,0168dd80-4c3b-4764-b6a0-6de40ad5bc05,Aniwodi Oil Palm Industry,ENSMGL10,10:17:21,POINT (7.708299410691821 6.200834025597379),Nkanu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e28,448,d85d9329-836a-4cc0-a988-324bc1409267,Block Manufacturing Industry,ENSMGL05,10:17:21,POINT (7.610512465964921 6.247702234420551),Nkanu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e27,449,3fc98c0e-04bf-4697-a9fd-6a207d67d853,Nabosbsamaablock Manufacturing Industry,ENSMGL05,10:17:21,POINT (7.608282231530899 6.249005102045701),Nkanu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e26,450,da0de2b0-cc9e-4c93-ac86-d1f311fde3e3,Sunny Oil Industry Nguru Nsukka,ENSNSK04,10:17:21,POINT (7.393393333 6.815031667),Nsukka,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e25,451,9ceccdc1-9ddb-412e-81df-e69b147f72bb,De Bone Shall Rise Again,ENSMGL05,10:17:21,POINT (7.637838333 6.222328333),Nkanu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e24,452,b3e201b7-f35a-48c3-a1c8-492c3ee394b9,Ezi Ukehe Chukwudi Aluminium,ENSGBO06,10:17:21,POINT (7.417649928299 6.6311790148182395),Igbo-Etiti,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e23,453,262feefb-2064-4184-9f9a-bd4bc57c2bcb,Gbako Okoro Aluminium Industry,ENSGBO19,10:17:21,POINT (7.411319627610239 6.647305647940288),Igbo-Etiti,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e22,454,1474d52e-e677-4831-a3a9-e39e8d9be739,Chukwuka Saw Mill,ENSGBO03,10:17:21,POINT (7.382741667 6.692256667),Igbo-Etiti,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e21,455,9a6dbbb1-987a-42fe-9a98-a07c71a86c98,Blessed Toskob Block Industry,ENSAGN12,10:17:21,POINT (7.592971667 6.27797),Nkanu West,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e20,456,b18af1b8-b669-477d-94bd-1900e08e3f19,De Best Block Industry,ENSNSK07,10:17:21,POINT (7.4438992 6.8380168),Nsukka,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e1f,457,b696c817-2b7d-489b-9753-bba995416019,Palm Oil Manufacturing Industry,ENSJRV19,10:17:21,POINT (7.339171667 6.170176667),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e1e,458,d65cbaaf-3470-4853-9c7c-ead065c9ae6d,Iron Block Industry,ENSJRV19,10:17:21,POINT (7.331865587492759 6.175322584629921),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e1d,459,57828d1d-d823-4aa6-98b8-e61ae386de2d,Nosky Block Industry,ENSJRV01,10:17:21,POINT (7.3377393692143595 6.1375983352394625),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e1c,460,f0a67e6f-10d1-4469-a40c-55f90ea80ea7,Nkpona Block Industry,ENSJRV07,10:17:21,POINT (7.368723333 6.142535),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e1b,461,93878641-fba9-47de-a6a3-3eb5d45387a0,Blessed Assurance Saw Mill Industry,ENSUMU09,10:17:21,POINT (7.00923921577422 6.736468881557944),Uzo-Uwani,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e1a,462,2c69b0a1-d6ca-45b4-b6cd-3b6ad9f94fe3,Ugomentus Factory,ENSUMU09,10:17:21,POINT (6.984536667 6.760798333),Uzo-Uwani,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e19,463,ff53ec9d-bf10-444f-b595-e3944aaeb562,Ommanu Agric and Allied Industry,ENSUMU02,10:17:21,POINT (6.955605 6.7820867),Uzo-Uwani,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e18,464,4f192b33-83c8-4e36-97c9-6ddf75ebb518,Osalagbaja Rice Mill,ENSUMU02,10:17:21,POINT (6.9511617 6.783075),Uzo-Uwani,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e17,465,651644fb-a3e5-4197-a595-d3a252dc8841,Moses Rice Mill,ENSUMU09,10:17:21,POINT (7.015965 6.72963),Uzo-Uwani,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e16,466,4b719f10-6e77-4d79-9175-9293d9623aa1,Eziama Rice Mill,ENSUMU09,10:17:21,POINT (7.015526667 6.730231667),Uzo-Uwani,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e15,467,e4207bc2-26e7-4d22-b49a-008218a46f66,Gowan Rice Mill Ogurugu,ENSUMU02,10:17:21,POINT (6.952331488527839 6.778750825318788),Uzo-Uwani,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e14,468,73813f88-b030-4d30-be24-8ed156822bbc,Richard Egwuma Rice Mill,ENSUMU09,10:17:21,POINT (7.013033333 6.729513333),Uzo-Uwani,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e13,469,acdca8e6-0399-4ad6-ae80-dba7f8bab9d9,Tara Rice Mill,ENSUMU14,10:17:21,POINT (6.979015 6.75772),Uzo-Uwani,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e12,470,257e6e78-99c0-4963-964f-89169405f733,Durugha Enterprising Ltd,ENSUMU09,10:17:21,POINT (7.0497603043196 6.733839199325687),Uzo-Uwani,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e11,471,dd4db5e8-30e5-4a37-a87c-43a9148fc660,Chidozie Industry,ENSENZ05,10:17:21,POINT (7.448394035486641 7.0169068833850226),Igbo-Eze North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e10,472,0dd408c0-94c1-4481-b1d7-c97e63f05e90,United Palm Product Limited Enugu State,ENSJRV16,10:17:21,POINT (7.20564 6.231076667),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e0f,473,aad2b7e6-8209-4ff7-a053-5fa8cbe2307f,Palm Oil And Cashew Factories,ENSGBO03,10:17:21,POINT (7.357041667 6.679693333),Igbo-Etiti,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e0e,474,319b037c-48ad-4c28-8575-8cad7cb77354,Second Coming Cooking Gas Plant Enugu Road Agbani,ENSAGN11,10:17:21,POINT (7.542706667 6.31435),Nkanu West,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e0d,475,80446569-243e-4b95-89ac-e60685aef19a,Walcot Industries Limited,ENSNSK14,10:17:21,POINT (7.326799 6.8591364),Nsukka,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e0c,476,8e8dd473-ee8e-4e92-9710-677f4b1284de,Ifeco Block Industry,ENSGBO16,10:17:21,POINT (7.4196763616804 6.6275367768331614),Igbo-Etiti,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e0b,477,a04012ec-c158-43f7-ab24-0687b8e0cfec,Nwa Jesus Block Industry Ukehe,ENSGBO16,10:17:21,POINT (7.423226667 6.62032),Igbo-Etiti,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e0a,478,93622b62-a023-48ce-b0c6-ccb87d20c171,Block Industry,ENSGBO16,10:17:21,POINT (7.424503989562921 6.617222555071271),Igbo-Etiti,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e09,479,226f25c1-f8e0-437a-8c49-dca097e90562,Ply Wood,ENSGBO20,10:17:21,POINT (7.542986667 6.650996667),Igbo-Etiti,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e08,480,b0880a5a-1694-4526-ac2e-8120238bf15b,Block Industry,ENSAGW14,10:17:21,POINT (7.268625466237202 6.43123621203647),Ezeagu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e07,481,7b971526-4886-49ec-847c-f77c90129ec4,Cassava Grindig Machine Lmezi Olo,ENSAGW20,10:17:21,POINT (7.256911197131961 6.453665315096427),Ezeagu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e06,482,e787523b-38f3-408b-97d8-88414c92e9ff,Chrismore Block Industry,ENSAGW13,10:17:21,POINT (7.340611361680399 6.372427055374114),Ezeagu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e05,483,88b6d469-d534-4456-8bfc-294370ba246f,Obino Block Industry,ENSAGW14,10:17:21,POINT (7.245875 6.429653333),Ezeagu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e04,484,7e748dca-a506-4764-95cc-51ae387d2ad6,Palm Oil,ENSAGW04,10:17:21,POINT (7.239011667 6.400653333),Ezeagu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e03,485,cd59e2c8-d052-4ea9-b21e-fff9d8062c43,Unit Concrete Block Industry,ENSAGW02,10:17:21,POINT (7.160845 6.383048333),Ezeagu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e02,486,3a9eb18d-db1d-47d2-8699-9470935c155f,Ezi Afa Kaego Block Industry,ENSAGW04,10:17:21,POINT (7.23562917707322 6.4033731306095385),Ezeagu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e01,487,df4e2672-d302-465a-b3db-e92febc1223c,Root And Tuber Expansion Programme,ENSAWG05,10:17:21,POINT (7.431356667 6.256326667),Awgu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7e00,488,d3c3ce3b-03c1-468c-84ed-3e4a541b78eb,Sanctum Savvy Block Industry,ENSAWG04,10:17:21,POINT (7.48534 6.168383333),Awgu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7dff,489,e4a25704-f7c0-4727-8148-4748dd9ed014,Engineer Ejike And Sons Limited,ENSAWG04,10:17:21,POINT (7.482883612542321 6.171263333),Awgu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7dfe,490,e2da4f3e-d51c-4afb-8e39-a9a0adf761e6,Ofuobi Block Industry,ENSAWG06,10:17:21,POINT (7.509315 6.199076667),Awgu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7dfd,491,3f803755-1af0-4062-8fb7-f54488a39e66,Umeano Industries Limited Agricultural Product Opanda,ENSUMU08,10:17:21,POINT (7.077518333 6.788648333),Uzo-Uwani,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7dfc,492,c4cf5b56-bb1e-4c44-9d8f-754d8caddc79,Hand In Hand Cooperative,ENSUMU04,10:17:21,POINT (7.171720469868039 6.769198702798107),Uzo-Uwani,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7dfb,493,53f0eb63-be79-4957-9528-c80f3fd60b42,Spar,ENSENU05,10:17:21,POINT (7.493907350740206 6.444599049156685),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7dfa,494,a24ca3b6-67c7-467c-a127-f8ad01c2c3b3,Polythene Factory,ENSENU05,10:17:21,POINT (7.49355706677783 6.444824322673296),Enugu North,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7df9,495,a8cc49bf-a3bf-4313-bd8c-df8cfbdf13ba,Megatech Roofing System,ENSNKW08,10:17:21,POINT (7.510998333 6.49932),Enugu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7df8,496,f11cd523-d8ef-4f88-87a3-dcc01cc682e5,Eden Water Resources Nigeria Limited,ENSNKW04,10:17:21,POINT (7.613471667 6.471631667),Enugu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7df7,497,c0f29828-4e70-40fd-b2b5-ec96c92a4578,Micho Palm Nigeria Limited,ENSNKW04,10:17:21,POINT (7.619972840170101 6.4725125697341666),Enugu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7df6,498,17a177c5-2a23-409c-895d-4207d42f89d0,PAn Brasfibre Limited,ENSNKW06,10:17:21,POINT (7.5083967 6.476755),Enugu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7df5,499,c1a76ac7-3e3c-43ff-9c1f-e4dfb1c9c329,Bons Industries Limited,ENSNKW06,10:17:21,POINT (7.50899888279176 6.4770577295091005),Enugu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7df4,500,0f36a3bc-14b8-440f-8099-cef50dbd1159,Niger Steel Company Limited,ENSNKW05,10:17:21,POINT (7.573762954202937 6.474005211847578),Enugu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7df3,501,99bc2b0d-a1ae-411d-b8d5-f83dcc183180,Emenite,ENSNKW05,10:17:21,POINT (7.57701393441648 6.4744834352403835),Enugu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7df2,502,b719874b-b988-4186-a197-c29adc6f911d,Udekwe And Son Block Industry,ENSAWG08,10:17:21,POINT (7.4626034 6.0965192),Awgu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7df1,503,11016277-1d9a-48e4-870b-b4211f16598f,Amobi Block Industry,ENSAWG08,10:17:21,POINT (7.4583542 6.091237225511558),Awgu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7df0,504,680f3451-52cd-413b-b65c-441e330c7da0,Okame Block Industry,ENSAWG09,10:17:21,POINT (7.4695268 6.1003174),Awgu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7def,505,760a9f1a-3bcd-4e30-aeb2-44ea136713f5,Watus Block Industrial,ENSJRV17,10:17:21,POINT (7.286013333 6.127618333),Oji-River,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7dee,506,c24dc61d-a957-48e5-b9c3-ad9b1e0ec389,Unknown,ENSAGW05,10:17:21,POINT (7.321866667 6.441938333),Ezeagu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7ded,507,14e52849-8475-4b70-af08-2f936de29d50,Chijioke Block Industry Industry,ENSAGW05,10:17:21,POINT (7.32266596269794 6.441699769107094),Ezeagu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7dec,508,05f517aa-2eeb-40c0-97fe-29a128e1c54e,Grace Of God Block Industry,ENSAGW05,10:17:21,POINT (7.325453496733021 6.44118132063575),Ezeagu,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7deb,509,f7421fca-19cd-4969-adff-1613c4a4f52d,Garri Processing Factory,ENSMGL11,10:17:21,POINT (7.605803333 6.381108333),Nkanu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7dea,510,0dfe19a2-9ad7-4a97-9ce9-6aa086e3fbce,BOA Nupeng,ENSNKW05,10:17:21,POINT (7.579540768451559 6.458791172178361),Enugu East,EN,Enugu
sv_factory_sites.fid-4f319755_16f104f4870_-7de9,511,6f215a32-0b4c-4f2a-a812-6a4789264a8c,Protects Development Institute Proda,ENSNKW05,10:17:21,POINT (7.5822816 6.4547473),Enugu East,EN,Enugu
